T0000000120260226VIREMENT0000000001000000001500000155906
T0000021120260214DEPOT   0000000064          00000149656
T0000021220260228DEPOT   0000000049          00000106984
T0000021320260111VIREMENT0000000072000000004600000015343
T0000021420260120RETRAIT 0000000003          00000092491
T0000021520260414RETRAIT 0000000074          00000086428
T0000021620260106VIREMENT0000000054000000003800000023920
T0000021720260608RETRAIT 0000000022          00000160463
T0000021820260128RETRAIT 0000000047          00000018538
T0000021920260515DEPOT   0000000056          00000118185
T0000022020260328DEPOT   0000000051          00000174234
T0000022120260120DEPOT   0000000043          00000156044
T0000022220260331VIREMENT0000000015000000006900000102480
T0000022320260207RETRAIT 0000000019          00000048018
T0000022420260209RETRAIT 0000000026          00000035526
T0000022520260610VIREMENT0000000010000000002400000190307
T0000022620260529RETRAIT 0000000060          00000151135
T0000022720260609RETRAIT 0000000073          00000128955
T0000022820260118RETRAIT 0000000041          00000031041
T0000022920260312RETRAIT 0000000057          00000126646
T0000023020260321VIREMENT0000000008000000004700000101960
T0000023120260405RETRAIT 0000000058          00000008484
T0000023220260124RETRAIT 0000000010          00000129289
T0000023320260529VIREMENT0000000077000000006500000077512
T0000023420260527VIREMENT0000000006000000005900000181901
T0000023520260509VIREMENT0000000025000000004300000121396
T0000023620260329DEPOT   0000000008          00000090654
T0000023720260111VIREMENT0000000011000000006600000129579
T0000023820260515DEPOT   0000000057          00000198206
T0000023920260314VIREMENT0000000079000000002100000073416
T0000024020260603RETRAIT 0000000053          00000155118
T0000024120260125DEPOT   0000000043          00000014116
T0000024220260604VIREMENT0000000050000000003700000051147
T0000024320260206DEPOT   0000000043          00000017219
T0000024420260411RETRAIT 0000000040          00000193572
T0000024520260122DEPOT   0000000077          00000142058
T0000024620260326RETRAIT 0000000072          00000075959
T0000024720260419DEPOT   0000000068          00000019597
T0000024820260216VIREMENT0000000047000000000300000073157
T0000024920260505DEPOT   0000000044          00000189586
T0000025020260209DEPOT   0000000029          00000199995
T0000025120260126DEPOT   0000000038          00000169041
T0000025220260328VIREMENT0000000070000000006800000008512
T0000025320260211VIREMENT0000000017000000007800000075967
T0000025420260212DEPOT   0000000080          00000162000
T0000025520260302VIREMENT0000000057000000000600000082761
T0000025620260425RETRAIT 0000000079          00000057701
T0000025720260501DEPOT   0000000069          00000048595
T0000025820260527DEPOT   0000000048          00000135983
T0000025920260408RETRAIT 0000000060          00000154118
T0000026020260221VIREMENT0000000068000000005400000193287
T0000026120260504VIREMENT0000000018000000003400000011384
T0000026220260513RETRAIT 0000000071          00000186924
T0000026320260211DEPOT   0000000037          00000017691
T0000026420260207RETRAIT 0000000058          00000181156
T0000026520260226RETRAIT 0000000012          00000189336
T0000026620260417RETRAIT 0000000045          00000186164
T0000026720260302DEPOT   0000000051          00000100899
T0000026820260108RETRAIT 0000000011          00000075608
T0000026920260327RETRAIT 0000000013          00000167996
T0000027020260501DEPOT   0000000018          00000008622
T0000027120260102VIREMENT0000000018000000006200000090272
T0000027220260208DEPOT   0000000003          00000051929
T0000027320260315VIREMENT0000000078000000006800000085228
T0000027420260303DEPOT   0000000039          00000025248
T0000027520260129RETRAIT 0000000080          00000091966
T0000027620260512RETRAIT 0000000077          00000107675
T0000027720260101VIREMENT0000000031000000001900000058963
T0000027820260217VIREMENT0000000046000000003100000114562
T0000027920260118VIREMENT0000000011000000006900000194956
T0000028020260510VIREMENT0000000070000000006500000157496
T0000028120260112VIREMENT0000000003000000005100000174793
T0000028220260105VIREMENT0000000050000000004800000051476
T0000028320260610RETRAIT 0000000009          00000069616
T0000028420260327DEPOT   0000000075          00000147302
T0000028520260328DEPOT   0000000006          00000071108
T0000028620260503VIREMENT0000000023000000006100000196183
T0000028720260428VIREMENT0000000024000000001800000013557
T0000028820260221DEPOT   0000000038          00000041117
T0000028920260512DEPOT   0000000041          00000186741
T0000029020260110RETRAIT 0000000070          00000095207
T0000029120260113VIREMENT0000000025000000003800000072038
T0000029220260405VIREMENT0000000043000000003500000025771
T0000029320260409RETRAIT 0000000052          00000148918
T0000029420260508RETRAIT 0000000024          00000099744
T0000029520260122RETRAIT 0000000067          00000054077
T0000029620260216VIREMENT0000000055000000001100000086691
T0000029720260325VIREMENT0000000038000000004300000021417
T0000029820260420VIREMENT0000000038000000004100000089737
T0000029920260111DEPOT   0000000057          00000070958
T0000030020260312VIREMENT0000000046000000008000000199632
